id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
469,GENENET TECHNOLOGY (UK) LIMITED,NULL,NULL,leoseak2@gmail.com,0203 815 8017,0204 599 0569,NULL,0,0,NULL,NULL,"71121 (Engineering design activities for industrial process and production)

 71122 (Engineering related scientific and technical consulting activities)

 71200 (Technical testing and analysis)

 72110 (Research and experimental development on biotechnology)",NULL,1,1,YCF,
470,Tru Sitter and Care LTD,NULL,NULL,childcare@tru-sitterandcareltd.co.uk,0203 815 8018,0204 599 0570,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Tru  Sitter and Care    How may I help.   Action:     All lines are busy at the moment  can I take a message?Take their details   Name,   Phone Number  and someone will call you back shortly?Business Activity:       So, the agency will operate various pricing plans to suit each individual family's needs. So, the agency will operate various pricing plans to suit each individual family's needs. There is a ",NULL,1,1,CO,
471,TRIDENT TRADERS LTD,NULL,NULL,INFO@TRIDENTTRADERS.IN,0203 815 8019,0204 599 0571,NULL,0,0,NULL,NULL,"IMPORTER AND EXPORTER FOR BEER, WINE AND SPIRITS",NULL,1,1,YCF,
472,QUANTUM INTERNATIONAL GROUP LIMITED,NULL,NULL,duncan.cranmer@quantumigl.com,0203 815 8020 ,0204 599 0572,NULL,0,0,NULL,NULL,"QUANTUM INTERNATIONAL GROUP   ( 0203 815 8020 )  CO CLIENT 

Greets: Good Morning /Afternoon:  QUANTUM INTERNATIONAL GROUP                           How may I help    
                                          

Action:    I'm afraid all lines are busy at the moment. Can I take a message, 
and someone will call you back shortly. Please take their Name, Tel Number.  


Business Activity:    Sales and marketing consulting. Our clients want to sell more, faster...  Sales presentations, proposals, training, and promotion (marketing): £1k - £5k (average approx. £2.5k)


Names:     Duncan  Cranmer
        
Email:    duncan.cranmer@quantumigl.com ",NULL,1,1,CO,
473,Free sip trunk,,,0,0203 815 8021,,,,,,,,,1,1,YCF,
474,HEROLD Rechtsanwaelte,NULL,NULL,peter.herold@herold-law.com,0203 815 8022,0204 599 0573,NULL,0,0,NULL,NULL,HEROLD Rechtsanwaelte    (please answer as HEROLD LAW  )Hello you are through to HEROLD LAW   how may I help you? Action:  All attorneys are busy at present; I can take a message?Take  their name & Tel Number  Business Activity:    Law advisory services    Name.  Peter Herold  Email.   peter.herold@heroldlaw.uk,NULL,1,1,CO,
475,Emmanuel Training Company  Ltd,NULL,NULL,lana.reid@emmanuelfoundation7.co.uk,0203 815 8023,0204 599 0574,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Emmanuel Foundation Training   How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      Adult learners, Learners wishing to fast track and learners who lack confidence. ..    Supporting Teaching and Learning in Schools and Early Years Educator Courses. Level 1-3, Price ",NULL,1,1,CO,
476,Free sip trunk,NULL,NULL,0,0203 815 8024,0204 599 0575,NULL,0,0,NULL,NULL,,NULL,1,1,YCF,
477,Communique Communications Ltd,NULL,NULL,anthony@comm-unique.co.uk,0203 815 8025,0204 599 0576,NULL,0,0,NULL,NULL,"Greets: Good Morning / Afternoon: COMMUNIQUE (PRONOUCED COMM-U-NEEK ) COMMUNICATIONS   How may I help.BE CAREFUL HOW YOU ANSWER THE CALLS SAY THE NAME CLEARLY . CLIENT WILL CHECK Action:   All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:     We are a translation, transcription and interpreting company. We translate documents for companies. We also transcribe audio (typing services) to produce transcripts and summaries. We also provide interpreters for meetings and court hearings. Our clients are mostly publicly listed companies and law firms.       Name:     Anthony Ambrose        Email:         anthony@comm-unique.co.uk",NULL,1,1,CO,
478,Streamline Surveys,NULL,NULL,info@streamlinesurveys.co.uk,0203 815 8026,0204 599 0577,"We are a land surveyor that specialises in topographical surveys, utility surveys and measured building surveys.",0,0,NULL,2/8/23 10:21,"We are a land surveyor that specialises in topographical surveys, utility surveys and measured building surveys.",NULL,1,1,YCF,
479,Now Listen PR,NULL,NULL,hello@nowlistenpr.com,0203 815 8027,0204 599 0578,NULL,0,0,NULL,NULL,"Greets :      Good Morning/ afternoon  NOW LISTEN PR    How may I help you? Action:       All lines are busy at present can I take a message and get them to call back once they are free? IF CALLERS ASK IS THERE ANY JOBS AVAILABLE TELL THEM NO Our client said to stop sending messages regarding jobs   Please take the contact details both PHONE No.and EMAIL ADDRESS (if possible) and the name of the company / individual / organisation that is calling.Activity:  We are London's freshest digital marketing / promotion agency for musicians, dancers & performing arts (brands).Name(s):      People working at the company are: Lauren (Director) , Joey and James.                      These are  the only people  that work for the company. Email:            hello@nowlistenpr.com",NULL,1,1,CO,
480,Index International Limited,NULL,NULL,INDEXLD005@GMAIL.COM,0203 815 8028,0204 599 0579,NULL,0,0,NULL,NULL,Greets:  Good Morning/ afternoon  INDEX International  How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:   we provide online marketing services for UK brands who wants to set up their social media accounts in China.  it varies from 500 - 2000 per caseName:     Rui Cai    Email:     INDEXLD005@GMAIL.COM,NULL,1,1,CO,
481,William Panton Barristers Chambers,NULL,NULL,william.panton@hotmail.co.uk,0203 815 8029,0204 599 0580,NULL,0,0,NULL,NULL,"William Panton Barristers Chambers  ( 0203 815 8029)   CO Client

Greets:  Good Morning/ afternoon    William Panton Barristers Chambers  How may I help you? 

Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  


Activity:   I sell my specialist legal expertise in courtroom advocacy & litigation to solicitors & clients, include cases in courts & tribunals, draft legal pleadings, research the law and giving expert legal advice. I do not have an average rate. Hourly rate £250, 1/2 day £500, daily rate varies -depending on length of case, volume of document and complexity of the case. Each case is unique, some are paid privately, some are paid by Legal Aid.


Name:     William Panton 
   
Email:       william.panton@hotmail.co.uk 
",NULL,1,1,CO,
482,Free sip trunk,,,0,0203 907 7700,,,,,,,,,1,1,YCF,
483,Headspace Competitive Intelligence Ltd,NULL,NULL,info@headspaceci.com,0203 907 7701,0204 599 0581,NULL,0,0,NULL,NULL,"Greets :   Good Morning/ afternoon   Headspace Competitive Intelligence   How may I help you Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:       Headspace Competitive Intelligence is a data analytics company, specializing in providing comprehensive information and other related services to pharmaceutical companies of all types, including API manufacturers, generic & specialty pharma companies as well as innovative drug firms.     We provide detailed intelligence solutions to a wide range of pharmaceutical companies. Our expertise is researching, analyzing and converting data into actionable insights while providing our customers with a concise overview and a clear game plan . We focus on delivering actionable information that has an immediate impact on the growth and success of your businessName(s):         Gideon SchurderEmail:               info@headspaceci.com  ",NULL,1,1,CO,
484,William Fox Associates,NULL,NULL,richard@williamfoxassociates.com,0203 907 7702,0204 599 0582,NULL,0,0,NULL,NULL,"Greets :   Good Morning/ afternoon   William Fox Associates  How may I help you? Action:    All Directors are busy at present, I can take a message and get them to call back once they are free?Activity:    It is banking recruitment. We work with financial services companies.                    We essentially sell employees for a variable priceName(s):    Richard Lewis Email:           richard@williamfoxassociates.com",NULL,1,1,CO,
485,Select Direct Cremations,NULL,NULL,sodriscoll64@gmail.com,0203 907 7703,0204 599 0583,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon   Select Direct Cremations  How may I help you? Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name. Tel Number.  Activity:   We will be supplying Direct Cremations to private clients, either directly or through Partnerships  Name:     Sean O'Driscoll   Email:     sodriscoll64@gmail.com",NULL,1,1,CO,
486,VideosApex,NULL,NULL,kasaineeric@gmail.com,0203 907 7704,0204 599 0584,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    VideosApex   How may I help.Action:     All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back as soon as they are available Activity:          Selling animated explainer videos to companies. Mostly working with clients from the technology industry. We sell 2D,3D animation; whiteboard and motion graphic videos. A typical value of a 60 sec animated motion graphic video would equal ",NULL,1,1,CO,
487,Founders of London Limited,NULL,NULL,info@foundersoflondon.com,0203 907 7705,0204 599 0585,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   Founders of London   How may I help.   Action:     All lines are busy at the moment can I take a message?Take their details   Name,   Tel. Number  and someone will call you back shortly?Business Activity:    Property management, lettings  We provide our clients with property services (Tenancy management and lettings).   Names:      Andrzej  Makowski         Email:        info@foundersoflondon.com",NULL,1,1,CO,
488,Mybarnite Limited,NULL,NULL,info@mybarnite.com,0203 907 7706,0204 599 0586,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   MYBARNITE   How may I help.Action:    All our staffs are with a client at present, I can take a message and get them to call back once they are free?     Take their Name, Phone Number.  And say they will call back once they are free OR alternatively, you send us an email and we will get back to you as soon as possible.Activity:     We are online advertisement platform where Bars, Pubs, Restaurant and Night Clubs posted their events so that customers can find them. We established connecting between service consumer and service produce.Name:    George Bamidele         Email:      info@mybarnite.com",NULL,1,1,CO,
489,ELEMENTS HUB LIMITED,NULL,NULL,sivaramamoorthy987@gmail.com,0203 907 7707,0204 599 0587,NULL,0,0,NULL,NULL,Trading of Chemical powders and Plant Extract Products,NULL,1,1,YCF,
490,MSL Independent Financial Advisers Ltd,NULL,NULL,admin@mslifa.com,0203 907 7708,0204 599 0588,NULL,0,0,NULL,NULL,"Greets: Good Morning/ afternoon. Thank you for calling.  MSL Independent Financial Advisers.  You have reached the front desk.    Please tell us how we may we help you today.   Action:            Please take their Name. Tel Number. & The services they require. And  then please ask them to send an email detailing their enquiry to  admin@mslifa.com as Rue is away from the country and has limited access to the phone systems.If they have no access to emails, please just take their message as is currently set up and we will get back to them.**If they say it is urgent, please ask them to send their enquiry to  BOTH EMAILS BELOW  admin@mslifa.com  and also CC  michael@mslifa.com    and they will get a call back.Activity:      Financial advice on Pensions, Investments, Life Insurance, Mortgages.  We advise retail clients.Name:   Rue MasiyaniseEmail:    admin@mslifa.com",NULL,1,1,CO,
491,Pratibha Control and power Electricals LTD,NULL,NULL,rohit362@gmail.com,0203 907 7709,0204 599 0589,NULL,0,0,NULL,NULL,Manufacturers of Electrical Control Panels ,NULL,1,1,YCF,
492,Train Motivate Excel Ltd,NULL,NULL,lk@trainmotivateexcel.com,0203 907 7710,0204 599 0590,NULL,0,0,NULL,NULL,Train Motivate Excel  0203 907 7710Greetgs  Hello Train Motivate Excel  how can I help u ?Action   All lines r busy - can I take a message ?  take Name & Tel Number & email the message DONT TAKE ANY MESSAGES FOR FIONA  IT'S JUST LAURA ONLY  Names   Laura Kayee TomlinsonActivity training & development companyEmail lk@tmeprofessional.com ,NULL,1,1,CO,
493,ASBESTOS SURVEY & REMOVAL CONSULTANTS LTD,NULL,NULL,contact@surveyasbestos.co.uk,0203 907 7711,0204 599 0591,NULL,0,0,NULL,NULL,Greets:  Good Morning / Afternoon:  ASBESTOS SURVEY and REMOVAL CONSULTANTS    How may I help.Action:        Tell clients Wayne is working out the office today but can I give you his mobile to call him directly                PLEASE GIVE OUT WAYNE'S  MOBILE NUMBER  07961521959  Activity:        Asbestos removals & Survey  Consultants      Name:          Wayne  Senior          Email:            contact@surveyasbestos.co.uk,NULL,1,1,CO,
494,TD FREIGHT-PRO LIMITED,NULL,NULL,info@freight-pro.com,0203 907 7712,0204 599 0592,NULL,0,0,NULL,NULL,"Hello you are through to Company TD FREIGHT-PRO LTD, how may I help you? |(Our Reply)|All Directors are busy at present, I can take a message and get them to call back once they are free?",NULL,1,1,CO,
495,KEYLIA TRADING LTD,NULL,NULL,desirebigot@gmail.com,0203 907 7713,0204 599 0593,NULL,0,0,NULL,NULL,"-	Non-specialized wholesale trade
-	Non-specialized wholesale of food, beverages, and tobacco
-	Wholesale of electronic and telecommunications equipment and parts 
-	Agents involved in the sale of timber and building materials

",NULL,1,1,YCF,
496,The Employment Law Service,NULL,NULL,martins@employsafe.co.uk,0203 907 7714,0204 599 0594,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon  EMPLOYMENT LAW SERVICES  How may I help you? Action:     All lines are busy at present can I take a message?? Please take their Name. Tel Number.  and say we will get someone to call you back as soon as possible. Activity:   Employment Law & HR advice,Name:    Samuel Martins   Email:    martins@employsafe.co.uk",NULL,1,1,CO,
497,THE CALORIEFINDER Ltd,NULL,NULL,INFO@THECALORIEFINDER.COM,0203 907 7715,0204 599 0595,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  THE CALORIEFINDER  How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:             The Caloriefinder  (TCF) provide recipe analysis of foods on the menus in food businesses. We work alongside food businesses, and supports them obtaining detailed nutritional information of their menus. We also work with food writers and publishers to obtain the nutrition profile of food recipes in their books before they get published.We charge",NULL,1,1,CO,
498,CHRISTOPHER OBASUYI FOUNDATION FOR GOOD GOVERNANCE AND SOCIAL CHANGE,NULL,NULL,chrisobasuyi@gmail.com,0203 907 7716,0204 599 0596,NULL,0,0,NULL,NULL,94920 (Activities of political organisations),NULL,1,1,YCF,
499,LEAN ENABLED GROUP LTD,NULL,NULL,Anil.Mathew@Lean-Enabled.co.uk,0203 907 7717,0204 599 0597,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   LEAN ENABLED GROUP LTD   How may I help.   

Action:      All lines are busy at the moment.   Can I take a message?
Take their Name, Phone Number.  And get someone to call you back shortly
 


Activity:        Improvement Management System, Training & Coaching for NHS Trusts and Healthcare companies - from Execs, middle management - right through to Front line services.   -Quality Improvement Training and Coaching for Staff from Exec through to front-line teams.
Lean Improvement Systems with Performance Management, Problem Solving & Standard Work   -Six Building Blocks to embed and sustain Organisation wide change
Facilitation of Improvement Workshops to drive efficiency, lower costs and increase engagement.
NHS Trusts and Healthcare Organisations, -Starting from ",NULL,1,1,CO,
500,CAMELLIAN LTD,NULL,NULL,sales@camellian.uk,0203 907 7718,0204 599 0598,NULL,0,0,NULL,NULL,"CAMELLIAN LTD  0203 907 7718   ycf

Greeting:  Welcome to  CAMELLIAN LTD  , how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.    

 

We handle international billing for freelancers world-wide. We invoice their clients and get freelancers paid fast. We're the best at it.  

 

Name: For Sales - Nathana 

E-mail: sales@camellian.uk  

 ",NULL,1,1,YCF,
501,Xcel Services Ltd,,,razwanakhtar@me.com,0203 907 7719,0204 599 1029,,,,,,azwanakhtar@me.com - (XCEL SERVICES LTD 0203 907 7719) Greetgs  Hello  how can I help u?Action Let me transfer your call to someone who can assist you  (THEN PATCH THRU TO 07505 000048NamesRAZWAN AKHTARActivity  A Physiotherapy company,,1,1,CO,
502,Silver Onion Ltd Trading as Payback Payroll,NULL,NULL,sales@payback.ie,0203 907 7720,0204 599 0599 ,NULL,0,0,NULL,NULL,"Hello you are through to Payback GP Payroll, how may I help you?  ( our Reply) All our advisers are busy at present, I can take a message and get them to call back once they are free? You can also leave a support ticket on our website www.paybackgppayroll.co.uk",NULL,1,1,CO,
503,Clearly Defined Ltd,NULL,NULL,grant@clearlydefined.co.uk,0203 907 7721,0204 599 0600,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   CLEARLY  DEFINED LTD    How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:        IT RecruitmentName:         Gary Smith . Grant Paskins    Email:       grant@clearlydefined.co.uk  ",NULL,1,1,CO,
504,FS Contracting Building Services (FSCBS) Ltd,NULL,NULL,sr@fscbs.co.uk,0203 907 7722,0204 599 0601,NULL,0,0,NULL,NULL,,NULL,1,1,CO,
505,BRICKS SECURITY LTD ,NULL,NULL, muracia@bricksecurity.com,0203 907 7723,0204 599 0602,NULL,0,0,NULL,NULL,"BRICKS SECURITY LTD  ( 0203  907 7723)  CO Client   


  

  

Greeting:  Welcome to Bricks Security Ltd, how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: We provide Man guarding and Concierge Service Solutions . We also do CCTV remote monitoring.  

Names: Simon Muracia – Director 


E-mail address  muracia@bricksecurity.com ",NULL,1,1,CO,
506,ESOTERIC HOLDINGS LIMITED,,,melokan@yahoo.com,0203 907 7724,,,,,,,64209 (Activities of other holding companies n.e.c.) ,,1,1,YCF,
507,DOUG SOLUTIONS LIMITED,NULL,NULL,cl@dougsolutions.co.uk,0203 907 7725,0204 599 0603,NULL,0,0,NULL,NULL,Please don’t get involved in anything just take a name and number and say someone will call you back shortly,NULL,1,1,YCF,
508,Trakti Ltd,NULL,NULL,luigi@trakti.com,0203 907 7726,0204 599 0604,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:    TRAKTI  LTD  How may I help.Action:       Good morning / afternoon , thank you so much for calling Trakti, The smart legal contract platform.  how may I help you today?Take their Name, Phone Number.  And say they will call back once they are freeActivity:     Trakti offers a unified platform for smart, self-executing and compliant contracts running on both private and public blockchain, streamlining the contracting process of medium-large enterprises, financial, insurance and regulated market operators. Trakti offers all the tools needed to securely streamline the acquisition and negotiation flows, and manage all corporate contracts in a unique infrastructure. The objective of Trakti is to assist companies from the beginning right up to the signing and monitoring of the contract in a fully compliant way.  The average price of the service vary from",NULL,1,1,CO,
509,Cloudscouts Technology Services UK Ltd,NULL,NULL,surya.tamada@gmail.com,0203 907 7727,0204 599 0605,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  CloudScouts Technology services  How may I help.Action:      Once the customer asks for anything, please collect the name, phone number, and the email address of the customer.    Activity:        We implement Enterprise Performance Management solutions to the office of CFO or CIO. These include architecting, building, and supporting planning, budgeting, and forecasting & group financial consolidation solutions to customers.Name:        Suryanarayana Tamada   Email:         surya.tamada@gmail.com",NULL,1,1,CO,
510,Football Data Limited,NULL,NULL,Naq@fballdata.co.uk,0203 907 7728,0204 599 0606,NULL,0,0,NULL,NULL,development of an app and web based platform for football data and player analytics,NULL,1,1,YCF,
511,The Hospitality Broker,NULL,NULL,oliver@thehospitalitybroker.com,0203 907 7729,0204 599 0607,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon: The Hospitality Broker   How may I help.   PUT ALL CALLS THRU TO OLIVER    07761693955Action   . if no answer tell caller he is in a meeting & take their  NAME  PHONE NUMBER & EMAIL ADDRESS  And say Oliver will call back once he is free Activity:        VIP experiences for major musical, sporting & cultural events     Name:          Oliver Pimblett      Email:          oliver@thehospitalitybroker.com",NULL,1,1,CO,
512,Wyman Bain,NULL,NULL,a.gorman@wymanbain.com,0203 907 7730,0204 599 0608,NULL,0,0,NULL,NULL,"For Example: Hello you are through to Wyman Bain, how may I help you? |(Our Reply)|All Directors are busy at present, I can take a message and get them to call back once they are free?",NULL,1,1,CO,
513,PAN21.COM ENTERPRISES LTD,NULL,NULL,calls@pan21.com,0203 907 7731,0204 599 0609,NULL,0,0,NULL,NULL,"Corporate Consultancy, International Company Formation, Trustee and Nominee Services   ",NULL,1,1,YCF,
514,HEROAPPS INC LTD,NULL,NULL,business@heroapps.uk,0203 907 7732 ,0204 599 0610,NULL,0,0,NULL,NULL,Hospitality Solution and Technologies,NULL,1,1,YCF,
515,FISC PARKING SOLUTIONS LTD,NULL,NULL,info@fiscparkingsolutions.co.uk,0203 907 7733,0204 599 0611,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:   Fisc Parking Solutions   How may I help.


Action:       All lines are busy at the moment. Can I take a message?
PLEASE TAKE A REF NUMBER  FROM CLIENTS  AS WELL AS THIER NAME & TEL NUMBER 
BEFORE EMAILING THE MESSAGE TO GOLDWYN.  .. And say they will call back once shortly  


Activity:         Company involves controlling and enforcing private land. Essentially we will be putting tickets on cars who have been perpetrating the regulations on the particular land. Our clients will be people who have private land that need it being controlled.It",NULL,1,1,CO,
516,Alexander MCR Ltd,NULL,NULL,hayat1_@msn.com,0203 907 7734,0204 599 0612,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:   Alexander MCR Ltd  How may I help                                           Action:       PUT ALL CALLS THRU   07867786777  If no answer go Back to caller and say  I'm afraid all lines are busy at the moment. Can I take a message.  and someone will call you back shortly. Please take their Name, Tel Number.  Business Activity:     We source exclusive trainers..We sell trainers with an average price of ",NULL,1,1,CO,
517,JBR ESTATES,NULL,NULL,raymcnair@jbrestates.co.uk,0203 907 7735,0204 599 0613,NULL,0,0,NULL,NULL,Greets:    Good Morning/Afternoon   JBR ESTATES LTD  How can I help you Action:    I'm afraid all lines are busy at the moment. Can I take a message? and someone will call you back as soon as they are available?Take their Name & Phone Number  Business Activity:   Estate AgencyName:    Raymonde McNair                     Email Address:   raymondemcnair@aol.com,NULL,1,1,CO,
518,ADVOCACY TUTOR.COM LTD,NULL,NULL,soniasimms9@icloud.com,0203 907 7736,0204 599 0614,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Advocacy Tutor  How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:     AdvocacyTutor.Com provides online legal education for law students and lawyers.Names:   Sonia Simms             Email:    soniasimms9@icloud.com",NULL,1,1,CO,
519,ASIACORE LTD ,NULL,NULL,liban_69@yahoo.com,0203 907 7737,0204 599 0615,NULL,0,0,NULL,NULL,"ASIACORE LTD   0203 907 7737

 

  

Greeting:  Welcome to  ASIACORE LTD , how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (We are management consultancy providing business process consulting to corporates) …...( more info on website : www.asiacore.co.uk)  

Names: (Mr Suhail Uddin  ,  Mr Khalid Javaid  ,  Mr Mohammed Sarwar ,  Mr Allen Smith 
E-mail address liban_69@yahoo.com ",NULL,1,1,YCF,
520,FRATGATE LIMITED,NULL,NULL,info@fratgate.com,0203 907 7738,0204 599 0616,NULL,0,0,NULL,NULL,"FRATGATE LTD  (  0203 907 7738)  CO Client 

Greets: Good Morning /Afternoon:   FRATGATE LTD    How may I help    
                                          
IF THE CALLER IS FROM ( DHL ) PLEASE TRANSFER THE CALLS TO DEJI  ON  07458197500.

 ALL OTHER CALLERS JUST TAKE  DETAILS AND EMAIL THE MESSAGE.

Action:   Take their Name, Phone Number.  And say they will call back once they are free 

Business Activity:      We are a trading company involved in the sales and distribution of ornamental materials


Names:        Deji  Keshinro
         
Email:     info@fratgate.com       ",NULL,1,1,CO,
521,Ascent School of Management London,NULL,NULL,jabir@ascentsml.co.uk,0203 907 7739,0204 599 0617,NULL,0,0,NULL,NULL,"Greets:  Good Morning/ afternoon  Ascent School of Management London How may I help you? 
                            TRANSFER ALL CALLS TO  07902901456
Action:     listen to the caller ask for their name & reason for calling then say please hold while I put you through.  & announce who’s calling to Jabir        TRANSFER ALL CALLS TO  07902901456 

** If no answer, go back to caller and take a message 
and their Name. Tel Number.  and say we will get someone to call you back as soon as possible. 

Activity: We offer online courses  and average price is £300. 


Name:   Jabir Angillath   

Email:    jabir@ascentsml.co.uk",NULL,1,1,CO,
522,HORNBYCHAPMAN LIMITED,NULL,NULL,karen@hornbychapman.com,0203 907 7740,0204 599 0618,NULL,0,0,NULL,NULL, Recruitment,NULL,1,1,YCF,
523,Storms Edge Therapy Limited,NULL,NULL,kael@stormsedgetherapy.co.uk,0203 907 7741,0204 599 0619,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Storms Edge Therapy   How may I help.                                             Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      Psychological Therapy Services.  We do not offer inpatient or crisis services. Anyone in a crisis should contact the appropriate services. We offer  virtual Psychological Therapy Services at ",NULL,1,1,CO,
524,AFRICAN SOLAR X LIMITED,NULL,NULL,ahmed@asolarx.com,0203 907 7742,0204 599 0620,NULL,0,0,NULL,NULL,"African Solar X Ltd is an international renewable energy operator striving to alleviate poverty across Sub-Saharan Africa by delivering high quality infrastructure solutions to those who need them most.
From project selection and development, construction and financing, asset management and monetization, we unite the competencies and expertise required to deliver utility scale solar PV projects.
",NULL,1,1,YCF,
525,BONSAI REDWOOD PROPERTY SOLUTIONS LTD,NULL,NULL,welcome@bonsairedwood.com,0203 907 7743,0204 599 0621,NULL,0,0,NULL,NULL,"Buying and selling of own real estate
Renting and operating of Housing Association real estate 
Other letting and operating of own or leased real estate 
Management of real estate on a fee or contract basis.
",NULL,1,1,YCF,
526,GROWTH MINDSET SKILLS LTD,NULL,NULL,info@growth-mindset.io,0203 907 7744,0204 599 0622,NULL,0,0,NULL,NULL,"Growth Mindset is an e-learning platform designed to offer live online classes of soft skills for kids aged between 8 to 15. Growth Mindset's platform connects learners and parents to certified independent instructors leading live classes in small groups. Through Growth Mindset, families can choose their instructors and classes for group learning based on their needs and interests at a lower price point than private tutoring.

We offer our products in Education Institutions & HR departments of Medium-large business.

With Growth Mindset for Employers, employees can focus on their work, knowing their kids are engaged and enhancing their soft skills through interactive classes taught live via video by Growth Mindset instructors.

Growth Mindset for educational institutions can offer unique elective classes or just-right small-group tutoring sessions without finding the budget to hire hundreds of additional instructors trained in soft skills.
",NULL,1,1,YCF,
527,Autonomous Flight Ltd,NULL,NULL,david@autonomousflight.com,0203 907 7745,0204 599 0623,NULL,0,0,NULL,NULL," Autonomous Flight  0203 907 7745 

Greets :     Good Morning/ afternoon    Autonomous Flight  How may I help you? 

Action:      All lines are busy at present can I take a message and get them to call back once they are free?  Please take their   Full Name. Tel Number.  & message 


Activity:         Pioneered and founded by British entrepreneur Martin Warner, Autonomous Flight design and manufacture electric VTOL aircraft, with the goal of solving transportation challenges using drone hardware and autonomous software-based technologies.
Autonomous Flight envisions a wide range of drone-based, battery-powered air vehicles for both commercial and private use.  Autonomous Flight has offices in the UK and US.


Name(s):      Clarke Spinosa  

Email:            clarke@autonomousflight.com",NULL,1,1,CO,
528,Free sip trunk,,,0,0203 907 7746,,,,,,,,,1,1,YCF,
529,Free sip trunk,,,0,0203 907 7747,,,,,,,,,1,1,YCF,
530,Free sip trunk,,,0,0203 907 7748,,,,,,,,,1,1,YCF,
531,THREESIXFIVE DGTL LTD,NULL,NULL,ellisvcroney@gmail.com,0203 907 7749,0204 599 0624,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:     THREESIXFIVEUK LTD       How may I help.   Action:      PUT ALL CALLS THRU TO ELLIS ON   07934378401If no answer go back to caller and explain  they are in a meeting at the moment Take their  Tel Number,   Name,  and say someone to call you back shortlyActivity:   What we do:   IT Consultancy, creating customised tools using Microsoft 365 products   Cost of service ranges from ",NULL,1,1,CO,
532,JOLLY 3D CRYSTAL,NULL,NULL,hectorjolly@yahoo.co.uk,0203 929 2030,0204 599 0625,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:      JOLLY 3D CRYSTAL   How may I help.   

Action:     All lines are busy at the moment  can I take a message?
Take their details   Name.  Tel. Number and someone will call them back shortly?


Business Activity:    My company specialities are as follows;  - 3d Laser Engraving  - Personalised Gifts - Photo Gifts - Crystal Gifts - Crystal Art - Corporate Awards  - Gift Ideas  - Memorial Gifts - Wedding  Gifts  - Milestone Gifts - 3d Photo Crystal - Keepsakes - Employee Recognition Awards - Performance Recognition Awards - Personalised Engraving - Anniversary  Gifts  - Selling LED Base lights  

Names:     Hector  
        
Email:        hectorjolly@yahoo.co.uk",NULL,1,1,CO,
